Clustering Name,Noise Percentage,Weighted WSS,Silhouette Score,BIC
Base_km_5c_44,0.0,10.11680713275704,0.06790035954985646,17673.524145757154
DBSCAN_eps0.5_minsam5,0.011197243755383335,0.029656385458922987,0.8553854636840091,971.1338152318184
HDBSCAN_eps0_minsam15_minclsize10,0.1136950904392765,0.026044771048993692,0.8560228077542855,997.1705788010115
HDBSCAN_eps0_minsam15_minclsize50,0.12661498708010333,0.12023699414360904,0.7509369817730474,502.5382547008452
HDBSCAN_eps0_minsam15_minclsize100,0.22480620155038755,0.2546611509389602,0.5876660938053032,419.6620892181449
